monitoring_location_id,priority_group,trend,p,slope,intercept,n,data_type,significant
8747404,water_level,insufficient,,,,1,water_level,False
8747405,water_level,insufficient,,,,1,water_level,False
8747406,water_level,insufficient,,,,1,water_level,False
8747407,water_level,insufficient,,,,0,water_level,False
8747501,water_level,insufficient,,,,0,water_level,False
8747601,water_level,insufficient,,,,2,water_level,False
8747603,water_level,insufficient,,,,0,water_level,False
8747604,water_level,insufficient,,,,1,water_level,False
8747606,water_level,insufficient,,,,1,water_level,False
8747607,water_level,insufficient,,,,1,water_level,False
8747701,water_level,insufficient,,,,0,water_level,False
8747702,water_level,insufficient,,,,0,water_level,False
8747703,water_level,insufficient,,,,0,water_level,False
8747704,water_level,insufficient,,,,1,water_level,False
8747802,water_level,no trend,0.08942935902899363,0.5166666666666657,89.92499999999998,4,water_level,False
8747803,water_level,insufficient,,,,0,water_level,False
8747804,water_level,insufficient,,,,0,water_level,False
8747901,water_level,insufficient,,,,0,water_level,False
8748301,water_level,insufficient,,,,1,water_level,False
8748302,water_level,insufficient,,,,0,water_level,False
8748401,water_level,insufficient,,,,1,water_level,False
8748402,water_level,insufficient,,,,0,water_level,False
8748403,water_level,insufficient,,,,0,water_level,False
8748404,water_level,insufficient,,,,0,water_level,False
8748405,water_level,insufficient,,,,1,water_level,False
8748406,water_level,insufficient,,,,0,water_level,False
8748407,water_level,insufficient,,,,0,water_level,False
8748501,water_level,insufficient,,,,1,water_level,False
8748502,water_level,insufficient,,,,1,water_level,False
8748503,water_level,insufficient,,,,1,water_level,False
8748602,water_level,insufficient,,,,0,water_level,False
8748605,water_level,insufficient,,,,1,water_level,False
8748607,water_level,insufficient,,,,1,water_level,False
8748608,water_level,insufficient,,,,1,water_level,False
8748702,water_level,decreasing,5.39335015981024e-07,-0.2087037037037039,86.15861111111111,34,water_level,True
8748703,water_level,insufficient,,,,0,water_level,False
8748704,water_level,insufficient,,,,1,water_level,False
8748707,water_level,insufficient,,,,1,water_level,False
8748708,water_level,insufficient,,,,0,water_level,False
8748709,water_level,insufficient,,,,1,water_level,False
8748710,water_level,insufficient,,,,0,water_level,False
8748801,water_level,insufficient,,,,1,water_level,False
8748902,water_level,insufficient,,,,0,water_level,False
8752201,water_level,no trend,0.80649594050734,-0.22125000000000009,107.3825,5,water_level,False
8752202,water_level,insufficient,,,,0,water_level,False
8752203,water_level,insufficient,,,,0,water_level,False
8752306,water_level,no trend,0.19908116182657798,0.1098582995951418,98.08691295546558,28,water_level,False
8752307,water_level,insufficient,,,,1,water_level,False
8752308,water_level,insufficient,,,,0,water_level,False
8752309,water_level,insufficient,,,,0,water_level,False
8752310,water_level,insufficient,,,,0,water_level,False
8752311,water_level,insufficient,,,,1,water_level,False
8753101,water_level,insufficient,,,,0,water_level,False
8753104,water_level,insufficient,,,,0,water_level,False
8753105,water_level,insufficient,,,,1,water_level,False
8753204,water_level,no trend,0.7105230229164894,-0.2866666666666703,140.79833333333335,8,water_level,False
8753205,water_level,insufficient,,,,1,water_level,False
8753207,water_level,insufficient,,,,0,water_level,False
8753208,water_level,insufficient,,,,0,water_level,False
8753209,water_level,insufficient,,,,0,water_level,False
8753210,water_level,insufficient,,,,1,water_level,False
8753211,water_level,insufficient,,,,1,water_level,False
8753301,water_level,insufficient,,,,1,water_level,False
8753302,water_level,insufficient,,,,1,water_level,False
8753304,water_level,insufficient,,,,0,water_level,False
8753305,water_level,insufficient,,,,1,water_level,False
8753306,water_level,insufficient,,,,1,water_level,False
8753307,water_level,insufficient,,,,1,water_level,False
8753308,water_level,insufficient,,,,1,water_level,False
8753309,water_level,insufficient,,,,1,water_level,False
8753310,water_level,insufficient,,,,1,water_level,False
8753311,water_level,insufficient,,,,0,water_level,False
8753312,water_level,insufficient,,,,0,water_level,False
8753313,water_level,insufficient,,,,0,water_level,False
8753314,water_level,insufficient,,,,1,water_level,False
8753315,water_level,insufficient,,,,1,water_level,False
8753316,water_level,insufficient,,,,1,water_level,False
8753503,water_level,increasing,9.970267728132143e-05,0.5777272727272731,97.35136363636363,22,water_level,True
8753506,water_level,insufficient,,,,2,water_level,False
8753507,water_level,insufficient,,,,1,water_level,False
8753604,water_level,insufficient,,,,2,water_level,False
8753605,water_level,insufficient,,,,1,water_level,False
8753606,water_level,insufficient,,,,1,water_level,False
8753607,water_level,insufficient,,,,1,water_level,False
8753608,water_level,insufficient,,,,1,water_level,False
8753610,water_level,insufficient,,,,1,water_level,False
8753611,water_level,insufficient,,,,1,water_level,False
8753612,water_level,insufficient,,,,1,water_level,False
8753613,water_level,insufficient,,,,1,water_level,False
8753614,water_level,insufficient,,,,1,water_level,False
8753615,water_level,insufficient,,,,0,water_level,False
8753616,water_level,insufficient,,,,1,water_level,False
8753617,water_level,insufficient,,,,0,water_level,False
8753618,water_level,insufficient,,,,1,water_level,False
8753619,water_level,decreasing,0.017530703373053846,-0.41499999999999915,92.79499999999999,15,water_level,True
8754101,water_level,increasing,0.0041383639950869355,0.664722222222222,113.47166666666666,13,water_level,True
8754104,water_level,no trend,0.25965635637045015,-2.7566666666666655,119.91166666666668,6,water_level,False
8754105,water_level,insufficient,,,,3,water_level,False
8754106,water_level,insufficient,,,,1,water_level,False
8754107,water_level,insufficient,,,,1,water_level,False
8754108,water_level,insufficient,,,,0,water_level,False
8754201,water_level,no trend,0.21291190281150452,0.5399999999999991,108.00999999999999,11,water_level,False
8754202,water_level,insufficient,,,,0,water_level,False
8754203,water_level,insufficient,,,,0,water_level,False
8754204,water_level,insufficient,,,,0,water_level,False
8754301,water_level,increasing,0.028567681801513034,1.5952499999999983,98.529,9,water_level,True
8754302,water_level,insufficient,,,,1,water_level,False
8754303,water_level,insufficient,,,,1,water_level,False
8754304,water_level,insufficient,,,,0,water_level,False
8754305,water_level,insufficient,,,,1,water_level,False
8754401,water_level,insufficient,,,,0,water_level,False
8754402,water_level,insufficient,,,,1,water_level,False
8754403,water_level,insufficient,,,,1,water_level,False
8754404,water_level,insufficient,,,,0,water_level,False
8754501,water_level,increasing,9.803561136934036e-05,0.5024999999999977,91.42500000000003,21,water_level,True
8754502,water_level,increasing,0.01600615515316317,0.38636363636363635,97.31613636363636,14,water_level,True
8754514,water_level,increasing,0.016260936780450264,2.0360000000000014,95.062,7,water_level,True
8754517,water_level,insufficient,,,,1,water_level,False
8754519,water_level,insufficient,,,,0,water_level,False
8754520,water_level,insufficient,,,,0,water_level,False
8754521,water_level,insufficient,,,,0,water_level,False
8754522,water_level,insufficient,,,,0,water_level,False
8754524,water_level,insufficient,,,,0,water_level,False
8754525,water_level,insufficient,,,,0,water_level,False
8754526,water_level,insufficient,,,,1,water_level,False
8754527,water_level,insufficient,,,,1,water_level,False
8754529,water_level,insufficient,,,,1,water_level,False
8754530,water_level,insufficient,,,,0,water_level,False
8754532,water_level,insufficient,,,,1,water_level,False
8754533,water_level,insufficient,,,,0,water_level,False
8754601,water_level,no trend,0.7071142312899612,0.3649999999999949,85.61250000000001,6,water_level,False
8754602,water_level,no trend,0.3081795474670539,-2.1016666666666666,88.8675,4,water_level,False
8754603,water_level,insufficient,,,,1,water_level,False
8754604,water_level,insufficient,,,,1,water_level,False
8754605,water_level,insufficient,,,,1,water_level,False
8754606,water_level,insufficient,,,,1,water_level,False
8754607,water_level,insufficient,,,,0,water_level,False
8754609,water_level,insufficient,,,,1,water_level,False
8754610,water_level,insufficient,,,,0,water_level,False
8754611,water_level,insufficient,,,,1,water_level,False
8754701,water_level,increasing,0.035378171962853644,1.4699999999999989,99.405,6,water_level,True
8754810,water_level,increasing,0.0019316135357636544,0.2374519230769226,95.46430288461538,24,water_level,True
8754820,water_level,no trend,0.46551216987418664,-0.40583333333333194,81.98333333333332,9,water_level,False
8754821,water_level,insufficient,,,,0,water_level,False
8754823,water_level,insufficient,,,,1,water_level,False
8754824,water_level,insufficient,,,,1,water_level,False
8754826,water_level,insufficient,,,,0,water_level,False
8754827,water_level,insufficient,,,,1,water_level,False
8754828,water_level,insufficient,,,,0,water_level,False
8754829,water_level,insufficient,,,,0,water_level,False
8754830,water_level,insufficient,,,,0,water_level,False
8754833,water_level,insufficient,,,,1,water_level,False
8754834,water_level,insufficient,,,,0,water_level,False
8754835,water_level,insufficient,,,,2,water_level,False
8754836,water_level,insufficient,,,,1,water_level,False
8754921,water_level,increasing,0.0003170373965184492,0.7046666666666671,87.31033333333333,18,water_level,True
8754924,water_level,insufficient,,,,1,water_level,False
8754925,water_level,insufficient,,,,1,water_level,False
8754926,water_level,insufficient,,,,1,water_level,False
8754927,water_level,insufficient,,,,1,water_level,False
8754928,water_level,insufficient,,,,1,water_level,False
8754929,water_level,insufficient,,,,0,water_level,False
8754930,water_level,insufficient,,,,0,water_level,False
8754931,water_level,insufficient,,,,0,water_level,False
8754932,water_level,insufficient,,,,0,water_level,False
8754933,water_level,insufficient,,,,1,water_level,False
8754934,water_level,insufficient,,,,1,water_level,False
8754935,water_level,insufficient,,,,0,water_level,False
8754936,water_level,insufficient,,,,1,water_level,False
8754938,water_level,insufficient,,,,0,water_level,False
8754939,water_level,insufficient,,,,1,water_level,False
8754941,water_level,insufficient,,,,1,water_level,False
8754942,water_level,insufficient,,,,1,water_level,False
8754943,water_level,insufficient,,,,1,water_level,False
8754945,water_level,insufficient,,,,1,water_level,False
8754946,water_level,insufficient,,,,1,water_level,False
8754947,water_level,insufficient,,,,2,water_level,False
8754949,water_level,insufficient,,,,0,water_level,False
8755101,water_level,insufficient,,,,0,water_level,False
8755102,water_level,insufficient,,,,0,water_level,False
8755103,water_level,insufficient,,,,1,water_level,False
8755104,water_level,insufficient,,,,1,water_level,False
8755105,water_level,insufficient,,,,0,water_level,False
8755106,water_level,insufficient,,,,0,water_level,False
8755203,water_level,insufficient,,,,2,water_level,False
8755204,water_level,insufficient,,,,0,water_level,False
8755205,water_level,insufficient,,,,0,water_level,False
8755206,water_level,insufficient,,,,0,water_level,False
8755207,water_level,insufficient,,,,0,water_level,False
8755301,water_level,insufficient,,,,1,water_level,False
8755302,water_level,insufficient,,,,0,water_level,False
8755303,water_level,insufficient,,,,0,water_level,False
8755304,water_level,insufficient,,,,0,water_level,False
8755305,water_level,insufficient,,,,0,water_level,False
8755306,water_level,insufficient,,,,0,water_level,False
8755307,water_level,insufficient,,,,1,water_level,False
8755404,water_level,insufficient,,,,2,water_level,False
8755405,water_level,insufficient,,,,1,water_level,False
8755406,water_level,insufficient,,,,0,water_level,False
8755407,water_level,insufficient,,,,0,water_level,False
8755408,water_level,insufficient,,,,1,water_level,False
8755409,water_level,insufficient,,,,1,water_level,False
8755411,water_level,insufficient,,,,0,water_level,False
8755412,water_level,insufficient,,,,0,water_level,False
8755413,water_level,insufficient,,,,0,water_level,False
8755501,water_level,no trend,0.7340951823194757,-6.330000000000001,68.46000000000001,4,water_level,False
8755503,water_level,insufficient,,,,2,water_level,False
8755504,water_level,insufficient,,,,0,water_level,False
8755505,water_level,insufficient,,,,0,water_level,False
8755506,water_level,insufficient,,,,0,water_level,False
8755507,water_level,insufficient,,,,0,water_level,False
8755508,water_level,insufficient,,,,1,water_level,False
8755601,water_level,increasing,0.0016490105363544671,0.9374285714285708,67.15442857142858,20,water_level,True
8755602,water_level,no trend,0.7916993472718743,0.019166666666666998,79.71916666666667,23,water_level,False
8755604,water_level,insufficient,,,,0,water_level,False
8755607,water_level,insufficient,,,,2,water_level,False
8755701,water_level,no trend,0.951766344872981,-0.003749999999999698,80.67124999999999,39,water_level,False
8755703,water_level,insufficient,,,,1,water_level,False
8755704,water_level,insufficient,,,,1,water_level,False
8755705,water_level,insufficient,,,,1,water_level,False
8755707,water_level,insufficient,,,,0,water_level,False
8755708,water_level,insufficient,,,,1,water_level,False
8755801,water_level,increasing,0.016382712385059284,0.15981481481481502,72.56361111111111,40,water_level,True
8755803,water_level,insufficient,,,,0,water_level,False
8755804,water_level,insufficient,,,,0,water_level,False
8755805,water_level,insufficient,,,,0,water_level,False
8755806,water_level,insufficient,,,,1,water_level,False
8755807,water_level,insufficient,,,,0,water_level,False
8755901,water_level,insufficient,,,,0,water_level,False
8755902,water_level,insufficient,,,,0,water_level,False
8755903,water_level,insufficient,,,,1,water_level,False
8755904,water_level,insufficient,,,,0,water_level,False
8755905,water_level,insufficient,,,,0,water_level,False
8755908,water_level,insufficient,,,,0,water_level,False
8755909,water_level,insufficient,,,,1,water_level,False
8755910,water_level,insufficient,,,,0,water_level,False
8755911,water_level,insufficient,,,,0,water_level,False
8755912,water_level,insufficient,,,,0,water_level,False
8756101,water_level,increasing,0.028567681801513034,1.3070000000000008,74.692,9,water_level,True
8756102,water_level,insufficient,,,,1,water_level,False
8756201,water_level,increasing,0.008950040363495892,0.5424999999999986,75.64125,16,water_level,True
8756202,water_level,insufficient,,,,1,water_level,False
8756301,water_level,insufficient,,,,1,water_level,False
8756302,water_level,insufficient,,,,0,water_level,False
8756401,water_level,insufficient,,,,1,water_level,False
8756402,water_level,insufficient,,,,1,water_level,False
8756403,water_level,insufficient,,,,2,water_level,False
8756404,water_level,insufficient,,,,1,water_level,False
8756405,water_level,insufficient,,,,0,water_level,False
8756406,water_level,insufficient,,,,0,water_level,False
8756407,water_level,insufficient,,,,1,water_level,False
8756501,water_level,increasing,9.650324455634518e-05,0.3949999999999996,75.72500000000001,27,water_level,True
8756502,water_level,insufficient,,,,1,water_level,False
8756504,water_level,insufficient,,,,1,water_level,False
8756601,water_level,insufficient,,,,1,water_level,False
8756602,water_level,insufficient,,,,1,water_level,False
8756603,water_level,insufficient,,,,1,water_level,False
8756604,water_level,no trend,1.0,0.0,61.72,14,water_level,False
8756701,water_level,increasing,0.00029983436714919875,0.44767391304347814,69.43640217391304,28,water_level,True
8756702,water_level,insufficient,,,,0,water_level,False
8756703,water_level,insufficient,,,,0,water_level,False
8756704,water_level,insufficient,,,,0,water_level,False
8756705,water_level,insufficient,,,,0,water_level,False
8756801,water_level,insufficient,,,,0,water_level,False
8756802,water_level,insufficient,,,,0,water_level,False
8756901,water_level,no trend,0.21291190281150452,0.5299999999999999,54.33,11,water_level,False
8762301,water_level,increasing,0.00046286690086172477,2.292484848484848,36.56012121212122,17,water_level,True
8762302,water_level,insufficient,,,,1,water_level,False
8762304,water_level,insufficient,,,,1,water_level,False
8763101,water_level,no trend,0.07363827012030266,2.375,61.4375,10,water_level,False
8763102,water_level,increasing,0.0018965500785086409,0.5342857142857136,81.57357142857144,18,water_level,True
8763104,water_level,insufficient,,,,1,water_level,False
8763105,water_level,insufficient,,,,1,water_level,False
8763107,water_level,insufficient,,,,1,water_level,False
8763108,water_level,insufficient,,,,0,water_level,False
8763109,water_level,insufficient,,,,0,water_level,False
8763110,water_level,insufficient,,,,0,water_level,False
8763113,water_level,insufficient,,,,0,water_level,False
8763114,water_level,insufficient,,,,1,water_level,False
8763115,water_level,insufficient,,,,0,water_level,False
8763116,water_level,insufficient,,,,0,water_level,False
8763201,water_level,insufficient,,,,1,water_level,False
8763206,water_level,insufficient,,,,1,water_level,False
8763208,water_level,insufficient,,,,1,water_level,False
8763209,water_level,insufficient,,,,0,water_level,False
8763211,water_level,insufficient,,,,0,water_level,False
8763301,water_level,increasing,0.01910134006807529,0.3116964285714292,73.28227678571429,16,water_level,True
8763304,water_level,insufficient,,,,0,water_level,False
8763305,water_level,insufficient,,,,0,water_level,False
8763306,water_level,insufficient,,,,0,water_level,False
8763307,water_level,insufficient,,,,0,water_level,False
8763308,water_level,insufficient,,,,0,water_level,False
8763503,water_level,increasing,0.0019236587716895404,0.4600000000000001,69.78500000000001,22,water_level,True
8763601,water_level,increasing,0.0010732427143262946,0.3004999999999992,63.44400000000001,25,water_level,True
8763602,water_level,insufficient,,,,0,water_level,False
8763603,water_level,insufficient,,,,1,water_level,False
8763604,water_level,insufficient,,,,1,water_level,False
8764101,water_level,no trend,0.10256874492124246,0.24479166666666669,66.91291666666667,29,water_level,False
8764104,water_level,insufficient,,,,1,water_level,False
8764201,water_level,increasing,0.00031879975807957983,1.303809523809524,52.917142857142856,13,water_level,True
8764203,water_level,insufficient,,,,0,water_level,False
8764204,water_level,insufficient,,,,1,water_level,False
8764205,water_level,insufficient,,,,1,water_level,False
8764303,water_level,insufficient,,,,0,water_level,False
8764402,water_level,insufficient,,,,0,water_level,False
8764403,water_level,insufficient,,,,1,water_level,False
8764404,water_level,insufficient,,,,0,water_level,False
8764405,water_level,increasing,5.3429592893561306e-05,0.29777777777777775,60.18666666666667,43,water_level,True
8764504,water_level,insufficient,,,,1,water_level,False
8764507,water_level,insufficient,,,,1,water_level,False
8764509,water_level,insufficient,,,,0,water_level,False
8764511,water_level,insufficient,,,,1,water_level,False
8764512,water_level,insufficient,,,,1,water_level,False
8764601,water_level,insufficient,,,,1,water_level,False
8764604,water_level,insufficient,,,,2,water_level,False
8764607,water_level,insufficient,,,,1,water_level,False
8764610,water_level,insufficient,,,,0,water_level,False
8764611,water_level,insufficient,,,,0,water_level,False
8825501,water_level,insufficient,,,,1,water_level,False
8825502,water_level,insufficient,,,,1,water_level,False
8825701,water_level,insufficient,,,,0,water_level,False
8825702,water_level,insufficient,,,,0,water_level,False
8826501,water_level,insufficient,,,,1,water_level,False
8826502,water_level,insufficient,,,,1,water_level,False
8826602,water_level,insufficient,,,,1,water_level,False
8826702,water_level,insufficient,,,,1,water_level,False
8826703,water_level,insufficient,,,,1,water_level,False
8826801,water_level,insufficient,,,,1,water_level,False
8826901,water_level,insufficient,,,,1,water_level,False
8826904,water_level,insufficient,,,,0,water_level,False
8827502,water_level,insufficient,,,,1,water_level,False
8827701,water_level,insufficient,,,,0,water_level,False
8827801,water_level,no trend,0.22067136191984682,34.39,-46.480000000000004,5,water_level,False
8827901,water_level,insufficient,,,,0,water_level,False
8833101,water_level,insufficient,,,,1,water_level,False
8833102,water_level,insufficient,,,,1,water_level,False
8833302,water_level,insufficient,,,,1,water_level,False
8833402,water_level,insufficient,,,,1,water_level,False
8833501,water_level,insufficient,,,,0,water_level,False
8833601,water_level,insufficient,,,,0,water_level,False
8833602,water_level,insufficient,,,,0,water_level,False
8833701,water_level,insufficient,,,,0,water_level,False
8833702,water_level,insufficient,,,,1,water_level,False
8833705,water_level,insufficient,,,,0,water_level,False
8833706,water_level,insufficient,,,,0,water_level,False
8833801,water_level,insufficient,,,,0,water_level,False
8833802,water_level,insufficient,,,,0,water_level,False
8833803,water_level,insufficient,,,,0,water_level,False
8833804,water_level,insufficient,,,,0,water_level,False
8833901,water_level,insufficient,,,,1,water_level,False
8833902,water_level,insufficient,,,,0,water_level,False
8834101,water_level,decreasing,1.3736345394477212e-11,-1.8352631578947372,75.50052631578947,43,water_level,True
8834102,water_level,no trend,0.3913525496464003,-0.020000000000000462,35.875,16,water_level,False
8834104,water_level,insufficient,,,,2,water_level,False
8834105,water_level,insufficient,,,,0,water_level,False
8834106,water_level,insufficient,,,,0,water_level,False
8834301,water_level,no trend,0.8580276569875211,0.15222222222222234,3.8899999999999997,10,water_level,False
8834401,water_level,insufficient,,,,0,water_level,False
8834501,water_level,insufficient,,,,0,water_level,False
8834502,water_level,insufficient,,,,1,water_level,False
8834601,water_level,decreasing,0.0008284599809949,-0.40249999999999986,47.956250000000004,46,water_level,True
8834701,water_level,insufficient,,,,0,water_level,False
8834702,water_level,insufficient,,,,0,water_level,False
8834704,water_level,insufficient,,,,0,water_level,False
8834801,water_level,insufficient,,,,0,water_level,False
8835201,water_level,insufficient,,,,2,water_level,False
8835601,water_level,insufficient,,,,1,water_level,False
8835801,water_level,insufficient,,,,3,water_level,False
8836102,water_level,insufficient,,,,1,water_level,False
8836404,water_level,insufficient,,,,1,water_level,False
8836701,water_level,insufficient,,,,1,water_level,False
8841101,water_level,insufficient,,,,1,water_level,False
8841201,water_level,insufficient,,,,0,water_level,False
8841202,water_level,insufficient,,,,1,water_level,False
8841203,water_level,insufficient,,,,0,water_level,False
8841204,water_level,insufficient,,,,0,water_level,False
8841301,water_level,insufficient,,,,0,water_level,False
8841302,water_level,insufficient,,,,0,water_level,False
8841303,water_level,insufficient,,,,0,water_level,False
8841304,water_level,insufficient,,,,0,water_level,False
8841305,water_level,insufficient,,,,0,water_level,False
8841307,water_level,insufficient,,,,0,water_level,False
8841402,water_level,insufficient,,,,0,water_level,False
8841403,water_level,insufficient,,,,0,water_level,False
8841501,water_level,insufficient,,,,0,water_level,False
8841502,water_level,insufficient,,,,0,water_level,False
8841503,water_level,insufficient,,,,1,water_level,False
8841504,water_level,insufficient,,,,0,water_level,False
8841601,water_level,insufficient,,,,1,water_level,False
8841701,water_level,insufficient,,,,0,water_level,False
8841802,water_level,insufficient,,,,1,water_level,False
8841803,water_level,insufficient,,,,0,water_level,False
8841901,water_level,insufficient,,,,0,water_level,False
8841902,water_level,insufficient,,,,1,water_level,False
8841903,water_level,insufficient,,,,0,water_level,False
8842101,water_level,insufficient,,,,0,water_level,False
8842102,water_level,insufficient,,,,0,water_level,False
8842103,water_level,insufficient,,,,1,water_level,False
8842104,water_level,insufficient,,,,0,water_level,False
8842105,water_level,insufficient,,,,0,water_level,False
8842201,water_level,insufficient,,,,3,water_level,False
8842203,water_level,insufficient,,,,0,water_level,False
8842204,water_level,insufficient,,,,0,water_level,False
8842207,water_level,insufficient,,,,0,water_level,False
8842401,water_level,no trend,0.052861148438496874,0.2758333333333331,33.473333333333336,17,water_level,False
8842402,water_level,no trend,0.3081795474670539,6.561666666666666,24.952500000000004,4,water_level,False
8842403,water_level,insufficient,,,,0,water_level,False
8842501,water_level,insufficient,,,,3,water_level,False
8842504,water_level,insufficient,,,,0,water_level,False
8842505,water_level,insufficient,,,,0,water_level,False
8842507,water_level,insufficient,,,,0,water_level,False
8842508,water_level,insufficient,,,,1,water_level,False
8842601,water_level,no trend,0.3081795474670539,3.1958333333333337,28.51625,4,water_level,False
8842602,water_level,insufficient,,,,0,water_level,False
8842603,water_level,insufficient,,,,0,water_level,False
8842604,water_level,insufficient,,,,0,water_level,False
8842605,water_level,insufficient,,,,0,water_level,False
8842606,water_level,insufficient,,,,0,water_level,False
8842801,water_level,insufficient,,,,1,water_level,False
8842901,water_level,no trend,0.7340951823194757,0.5449999999999999,29.1925,4,water_level,False
8842903,water_level,insufficient,,,,0,water_level,False
8842906,water_level,insufficient,,,,0,water_level,False
8843101,water_level,insufficient,,,,0,water_level,False
8843201,water_level,insufficient,,,,0,water_level,False
8843401,water_level,insufficient,,,,1,water_level,False
8843901,water_level,insufficient,,,,0,water_level,False
8843902,water_level,insufficient,,,,0,water_level,False
8844201,water_level,insufficient,,,,1,water_level,False
8844202,water_level,insufficient,,,,1,water_level,False
8844203,water_level,no trend,0.8580276569875211,-0.15499999999999994,6.6925,10,water_level,False
8845701,water_level,insufficient,,,,1,water_level,False
8849101,water_level,insufficient,,,,0,water_level,False
8849201,water_level,insufficient,,,,0,water_level,False
8849304,water_level,insufficient,,,,0,water_level,False
8849401,water_level,insufficient,,,,1,water_level,False
8849402,water_level,insufficient,,,,1,water_level,False
8849403,water_level,insufficient,,,,0,water_level,False
8849404,water_level,insufficient,,,,0,water_level,False
8849405,water_level,insufficient,,,,2,water_level,False
8849406,water_level,insufficient,,,,1,water_level,False
8849501,water_level,insufficient,,,,0,water_level,False
8849502,water_level,insufficient,,,,1,water_level,False
8849503,water_level,insufficient,,,,0,water_level,False
8849601,water_level,no trend,0.1735462217878534,0.2116666666666666,49.27916666666666,8,water_level,False
8849603,water_level,insufficient,,,,0,water_level,False
8849604,water_level,insufficient,,,,1,water_level,False
8849605,water_level,insufficient,,,,0,water_level,False
8849701,water_level,increasing,3.141766240499777e-07,0.6212499999999992,53.80500000000001,25,water_level,True
8849702,water_level,insufficient,,,,1,water_level,False
8849705,water_level,insufficient,,,,1,water_level,False
8849707,water_level,insufficient,,,,1,water_level,False
8849708,water_level,insufficient,,,,0,water_level,False
8849709,water_level,insufficient,,,,0,water_level,False
8849802,water_level,insufficient,,,,1,water_level,False
8849803,water_level,insufficient,,,,0,water_level,False
8849901,water_level,insufficient,,,,0,water_level,False
8849902,water_level,insufficient,,,,1,water_level,False
8849904,water_level,insufficient,,,,1,water_level,False
8849905,water_level,insufficient,,,,1,water_level,False
8850101,water_level,insufficient,,,,2,water_level,False
8850201,water_level,insufficient,,,,1,water_level,False
8850202,water_level,insufficient,,,,1,water_level,False
8850301,water_level,no trend,0.22547929744791606,0.14125000000000032,33.659375,18,water_level,False
8850303,water_level,insufficient,,,,0,water_level,False
8850305,water_level,insufficient,,,,1,water_level,False
8850401,water_level,no trend,0.344417522979072,0.16000000000000014,44.995,16,water_level,False
8850402,water_level,no trend,0.80649594050734,1.0874999999999986,45.595000000000006,5,water_level,False
8850403,water_level,insufficient,,,,1,water_level,False
8850404,water_level,insufficient,,,,1,water_level,False
8850501,water_level,insufficient,,,,1,water_level,False
8850502,water_level,insufficient,,,,1,water_level,False
8850503,water_level,insufficient,,,,1,water_level,False
8850601,water_level,insufficient,,,,0,water_level,False
8850701,water_level,insufficient,,,,1,water_level,False
8850702,water_level,insufficient,,,,0,water_level,False
8850704,water_level,insufficient,,,,0,water_level,False
8850705,water_level,insufficient,,,,1,water_level,False
8850801,water_level,insufficient,,,,1,water_level,False
8850802,water_level,insufficient,,,,1,water_level,False
8850803,water_level,insufficient,,,,1,water_level,False
8850804,water_level,insufficient,,,,1,water_level,False
8850805,water_level,insufficient,,,,1,water_level,False
8850806,water_level,insufficient,,,,1,water_level,False
8850807,water_level,insufficient,,,,0,water_level,False
8850808,water_level,insufficient,,,,0,water_level,False
8850809,water_level,insufficient,,,,0,water_level,False
8850811,water_level,insufficient,,,,2,water_level,False
8850812,water_level,insufficient,,,,0,water_level,False
8850813,water_level,insufficient,,,,1,water_level,False
8850901,water_level,no trend,0.4624327264504764,2.1925000000000003,22.005,5,water_level,False
8850902,water_level,no trend,0.8365263661204168,0.022956521739130396,31.128608695652172,29,water_level,False
8850904,water_level,insufficient,,,,0,water_level,False
8850905,water_level,insufficient,,,,0,water_level,False
8851101,water_level,insufficient,,,,1,water_level,False
8851102,water_level,insufficient,,,,1,water_level,False
8851201,water_level,insufficient,,,,1,water_level,False
8851502,water_level,insufficient,,,,0,water_level,False
8851503,water_level,insufficient,,,,0,water_level,False
8851701,water_level,insufficient,,,,0,water_level,False
8851702,water_level,insufficient,,,,0,water_level,False
8851704,water_level,insufficient,,,,0,water_level,False
8851705,water_level,insufficient,,,,1,water_level,False
8851801,water_level,no trend,0.08942935902899363,-2.2166666666666677,24.71,4,water_level,False
8851802,water_level,insufficient,,,,1,water_level,False
8851803,water_level,insufficient,,,,1,water_level,False
8851901,water_level,insufficient,,,,1,water_level,False
8851907,water_level,insufficient,,,,1,water_level,False
8851908,water_level,insufficient,,,,1,water_level,False
8851909,water_level,insufficient,,,,1,water_level,False
8851910,water_level,insufficient,,,,1,water_level,False
8851912,water_level,insufficient,,,,0,water_level,False
8851913,water_level,insufficient,,,,1,water_level,False
8852701,water_level,increasing,0.0034481439971858485,0.20928571428571408,21.94571428571429,17,water_level,True
8852702,water_level,no trend,1.0,0.5299999999999995,16.95,4,water_level,False
8852704,water_level,insufficient,,,,1,water_level,False
8852901,water_level,insufficient,,,,2,water_level,False
8852903,water_level,insufficient,,,,0,water_level,False
8855801,water_level,insufficient,,,,1,water_level,False
8855802,water_level,insufficient,,,,1,water_level,False
8857101,water_level,increasing,0.0012229573327571241,1.502619047619048,39.824285714285715,13,water_level,True
8857102,water_level,insufficient,,,,2,water_level,False
8857104,water_level,no trend,0.22955621387891956,1.9675000000000011,34.027499999999996,7,water_level,False
8857108,water_level,insufficient,,,,1,water_level,False
8857110,water_level,insufficient,,,,1,water_level,False
8857112,water_level,insufficient,,,,1,water_level,False
8857113,water_level,insufficient,,,,1,water_level,False
8857114,water_level,insufficient,,,,0,water_level,False
